Elapsed time;qo;Qo
(hr);(m3/D);(m3)
246;17,69204682;222,8914996
249;17,69204682;225,1030055
252;17,69204682;227,3145113
255;17,69204682;229,5260172
258;17,69204682;231,7375231
261;17,64667132;233,943357
264;17,47102604;236,1272352
267;17,47102604;238,3111135
270;17,47102604;240,4949917
273;17,47102604;242,67887
276;17,47102604;244,8627482
279;17,47102604;247,0466265
282;17,40452597;249,2221922
285;17,25499756;251,3790669
288;17,25499756;253,5359416
291;17,25499756;255,6928163
294;17,25499756;257,849691
297;17,25499756;260,0065657
300;17,25499756;262,1634404
303;17,25499756;264,3203151
306;17,07336208;266,4544854
309;17,04382145;268,584963
312;17,04382145;270,7154407
315;17,04382145;272,8459184
318;17,04382145;274,9763961
321;17,04382145;277,1068738
324;17,04382145;279,2373515
327;17,04382145;281,3678291
330;16,88054149;283,4778968
333;16,84427482;285,5834312
336;16,84427482;287,6889655
339;16,84427482;289,7944999
342;16,84427482;291,9000342
345;16,84427482;294,0055686
348;16,84427482;296,1111029
351;16,84427482;298,2166373
354;16,75516245;300,3110326
357;16,6611376;302,3936748
360;16,6611376;304,476317
363;16,6611376;306,5589592
366;16,6611376;308,6416014
369;16,6611376;310,7242436
372;16,6611376;312,8068858
375;16,6611376;314,889528
378;16,63504867;316,9689091
381;16,49273645;319,0305011
384;16,49273645;321,0920932
387;16,49273645;323,1536852
390;16,49273645;325,2152773
393;16,49273645;327,2768694
396;16,49273645;329,3384614
399;16,49273645;331,4000535
402;16,49273645;333,4616455
405;16,36473177;335,507237
408;16,33725032;337,5493933
411;16,33725032;339,5915496
414;16,33725032;341,6337059
417;16,33725032;343,6758621
420;16,33725032;345,7180184
423;16,33725032;347,7601747
426;16,33725032;349,802331
429;16,26637363;351,8356277
432;16,19307126;353,8597616
435;16,19307126;355,8838955
438;16,19307126;357,9080294
441;16,19307126;359,9321633
444;16,19307126;361,9562973
